SNP,freq_alt,MAF
2726,0.254135,0.254135
2727,0.254686,0.254686
2728,0.336273,0.336273
2729,0.254686,0.254686
2730,0.261577,0.261577
2731,0.343991,0.343991
2732,0.343164,0.343164
2733,0.26075,0.26075
2734,0.343991,0.343991
2735,0.261577,0.261577
2736,0.261025,0.261025
2737,0.343164,0.343164
2738,0.343991,0.343991
2739,0.343991,0.343991
2740,0.343991,0.343991
2741,0.343991,0.343991
2742,0.343716,0.343716
2743,0.343991,0.343991
2744,0.345369,0.345369
2745,0.082415,0.082415
2746,0.345094,0.345094
2747,0.562845,0.437155
2748,0.563671,0.436329
2749,0.563671,0.436329
2750,0.564223,0.435777
2751,0.564223,0.435777
2752,0.564223,0.435777
2753,0.564498,0.435502
2754,0.564498,0.435502
2755,0.564774,0.435226
2756,0.061191,0.061191
2757,0.061191,0.061191
2758,0.061191,0.061191
2759,0.061191,0.061191
2760,0.50441,0.49559
2761,0.504686,0.495314
2762,0.504135,0.495865
2763,0.435502,0.435502
2764,0.43495,0.43495
2765,0.435226,0.435226
2766,0.435502,0.435502
2767,0.436053,0.436053
2768,0.429989,0.429989
2769,0.430265,0.430265
2770,0.430265,0.430265
2771,0.429989,0.429989
2772,0.730706,0.269294
2773,0.269294,0.269294
2774,0.269294,0.269294
2775,0.730706,0.269294
2776,0.729603,0.270397
2777,0.730706,0.269294
2778,0.730706,0.269294
2779,0.267641,0.267641
2780,0.269019,0.269019
2781,0.268743,0.268743
2782,0.267916,0.267916
2783,0.637541,0.362459
2784,0.268192,0.268192
2785,0.059813,0.059813
2786,0.79355,0.20645
2787,0.368247,0.368247
2788,0.39333,0.39333
2789,0.726571,0.273429
2790,0.273153,0.273153
2791,0.778115,0.221885
2792,0.094818,0.094818
2793,0.746141,0.253859
2794,0.094818,0.094818
2795,0.094818,0.094818
2796,0.158765,0.158765
2797,0.254135,0.254135
2798,0.746141,0.253859
2799,0.733186,0.266814
2800,0.094542,0.094542
2801,0.267089,0.267089
2802,0.095645,0.095645
2803,0.095369,0.095369
2804,0.666759,0.333241
2805,0.663727,0.336273
2806,0.332966,0.332966
2807,0.334068,0.334068
2808,0.378721,0.378721
2809,0.661797,0.338203
2810,0.567255,0.432745
2811,0.566428,0.433572
2812,0.270121,0.270121
2813,0.372381,0.372381
2814,0.371555,0.371555
2815,0.373484,0.373484
2816,0.375413,0.375413
2817,0.105568,0.105568
2818,0.389746,0.389746
2819,0.251378,0.251378
2820,0.370728,0.370728
2821,0.371279,0.371279
2822,0.37183,0.37183
2823,0.319735,0.319735
2824,0.330209,0.330209
2825,0.348677,0.348677
2826,0.351158,0.351158
2827,0.196251,0.196251
2828,0.707552,0.292448
2829,0.488148,0.488148
2830,0.762128,0.237872
2831,0.27591,0.27591
2832,0.512404,0.487596
2833,0.512128,0.487872
2834,0.708931,0.291069
2835,0.708379,0.291621
2836,0.471058,0.471058
2837,0.318633,0.318633
2838,0.762955,0.237045
2839,0.081036,0.081036
2840,0.318357,0.318357
2841,0.081588,0.081588
2842,0.081588,0.081588
2843,0.081588,0.081588
2844,0.081863,0.081863
2845,0.081588,0.081588
2846,0.079934,0.079934
2847,0.081312,0.081312
2848,0.197905,0.197905
2849,0.081588,0.081588
2850,0.081588,0.081588
2851,0.081588,0.081588
2852,0.278942,0.278942
2853,0.197354,0.197354
2854,0.081312,0.081312
2855,0.081588,0.081588
2856,0.081588,0.081588
2857,0.701764,0.298236
2858,0.424476,0.424476
2859,0.298512,0.298512
2860,0.298512,0.298512
2861,0.703418,0.296582
2862,0.126516,0.126516
2863,0.574972,0.425028
2864,0.29796,0.29796
2865,0.199008,0.199008
2866,0.701764,0.298236
2867,0.097023,0.097023
2868,0.337927,0.337927
2869,0.231533,0.231533
2870,0.363286,0.363286
2871,0.23043,0.23043
2872,0.531147,0.468853
2873,0.363561,0.363561
2874,0.518467,0.481533
2875,0.519019,0.480981
2876,0.248071,0.248071
2877,0.247244,0.247244
2878,0.466097,0.466097
2879,0.610529,0.389471
2880,0.418412,0.418412
2881,0.581588,0.418412
2882,0.418688,0.418688
2883,0.779493,0.220507
2884,0.091786,0.091786
2885,0.874035,0.125965
2886,0.475469,0.475469
2887,0.392778,0.392778
2888,0.481533,0.481533
2889,0.447905,0.447905
2890,0.447905,0.447905
2891,0.445976,0.445976
2892,0.448181,0.448181
2893,0.448181,0.448181
2894,0.448732,0.448732
2895,0.145259,0.145259
2896,0.235116,0.235116
2897,0.235391,0.235391
2898,0.235116,0.235116
2899,0.235391,0.235391
2900,0.235391,0.235391
2901,0.659316,0.340684
2902,0.335998,0.335998
2903,0.6629,0.3371
2904,0.663451,0.336549
2905,0.072492,0.072492
2906,0.444046,0.444046
2907,0.07194,0.07194
2908,0.072216,0.072216
2909,0.072492,0.072492
2910,0.359427,0.359427
2911,0.272878,0.272878
2912,0.726295,0.273705
2913,0.232635,0.232635
2914,0.232911,0.232911
2915,0.505788,0.494212
2916,0.272878,0.272878
2917,0.383958,0.383958
2918,0.11108,0.11108
2919,0.614939,0.385061
2920,0.384234,0.384234
2921,0.110805,0.110805
2922,0.37817,0.37817
2923,0.375689,0.375689
2924,0.22602,0.22602
2925,0.501103,0.498897
2926,0.726847,0.273153
2927,0.103638,0.103638
2928,0.272051,0.272051
2929,0.103363,0.103363
2930,0.727674,0.272326
2931,0.103638,0.103638
2932,0.116318,0.116318
2933,0.108875,0.108875
2934,0.116593,0.116593
2935,0.595094,0.404906
2936,0.404631,0.404631
2937,0.108875,0.108875
2938,0.294928,0.294928
2939,0.116593,0.116593
2940,0.527012,0.472988
2941,0.526461,0.473539
2942,0.472988,0.472988
2943,0.470507,0.470507
2944,0.463892,0.463892
2945,0.464168,0.464168
2946,0.179438,0.179438
2947,0.60419,0.39581
2948,0.396086,0.396086
2949,0.575524,0.424476
2950,0.573043,0.426957
2951,0.604741,0.395259
2952,0.575524,0.424476
2953,0.604741,0.395259
2954,0.426406,0.426406
2955,0.179162,0.179162
2956,0.179713,0.179713
2957,0.179438,0.179438
2958,0.39581,0.39581
2959,0.179438,0.179438
2960,0.178886,0.178886
2961,0.586273,0.413727
2962,0.407111,0.407111
2963,0.592889,0.407111
2964,0.414002,0.414002
2965,0.179989,0.179989
2966,0.347299,0.347299
2967,0.179713,0.179713
2968,0.650221,0.349779
2969,0.529493,0.470507
2970,0.529493,0.470507
2971,0.529768,0.470232
2972,0.179438,0.179438
2973,0.469405,0.469405
2974,0.179713,0.179713
2975,0.649394,0.350606
2976,0.514609,0.485391
2977,0.485116,0.485116
2978,0.163727,0.163727
2979,0.350882,0.350882
2980,0.163451,0.163451
2981,0.163451,0.163451
2982,0.506064,0.493936
2983,0.506064,0.493936
2984,0.128721,0.128721
2985,0.128997,0.128997
2986,0.507993,0.492007
2987,0.129548,0.129548
2988,0.129548,0.129548
2989,0.518467,0.481533
2990,0.628997,0.371003
2991,0.371555,0.371555
2992,0.628721,0.371279
2993,0.530595,0.469405
2994,0.530044,0.469956
2995,0.156836,0.156836
2996,0.496417,0.496417
2997,0.660695,0.339305
2998,0.157387,0.157387
2999,0.190463,0.190463
3000,0.189912,0.189912
3001,0.189912,0.189912
3002,0.189912,0.189912
3003,0.275634,0.275634
3004,0.275083,0.275083
3005,0.27398,0.27398
3006,0.277012,0.277012
3007,0.276736,0.276736
3008,0.269294,0.269294
3009,0.268467,0.268467
3010,0.268743,0.268743
3011,0.274531,0.274531
3012,0.274256,0.274256
3013,0.275083,0.275083
3014,0.276185,0.276185
3015,0.276461,0.276461
3016,0.277563,0.277563
3017,0.277288,0.277288
3018,0.276736,0.276736
3019,0.246968,0.246968
3020,0.191566,0.191566
3021,0.303749,0.303749
3022,0.702591,0.297409
3023,0.295755,0.295755
3024,0.703693,0.296307
3025,0.296031,0.296031
3026,0.116869,0.116869
3027,0.294101,0.294101
3028,0.176681,0.176681
3029,0.083241,0.083241
3030,0.103914,0.103914
3031,0.151323,0.151323
3032,0.24559,0.24559
3033,0.847574,0.152426
3034,0.848126,0.151874
3035,0.847023,0.152977
3036,0.847574,0.152426
3037,0.292723,0.292723
3038,0.140298,0.140298
3039,0.140298,0.140298
3040,0.138368,0.138368
3041,0.140298,0.140298
3042,0.139471,0.139471
3043,0.160419,0.160419
3044,0.159868,0.159868
3045,0.160695,0.160695
3046,0.160419,0.160419
3047,0.160419,0.160419
3048,0.84344,0.15656
3049,0.161797,0.161797
3050,0.32194,0.32194
3051,0.32194,0.32194
3052,0.717475,0.282525
3053,0.827729,0.172271
3054,0.82828,0.17172
3055,0.282525,0.282525
3056,0.17172,0.17172
3057,0.810088,0.189912
3058,0.811742,0.188258
3059,0.300717,0.300717
3060,0.190187,0.190187
3061,0.809813,0.190187
3062,0.172271,0.172271
3063,0.17172,0.17172
3064,0.171444,0.171444
3065,0.17172,0.17172
3066,0.638093,0.361907
3067,0.799338,0.200662
3068,0.777839,0.222161
3069,0.781698,0.218302
3070,0.219129,0.219129
3071,0.218853,0.218853
3072,0.780871,0.219129
3073,0.217475,0.217475
3074,0.778942,0.221058
3075,0.778666,0.221334
3076,0.221334,0.221334
3077,0.221058,0.221058
3078,0.221058,0.221058
3079,0.221058,0.221058
3080,0.771775,0.228225
3081,0.772051,0.227949
3082,0.771775,0.228225
3083,0.379548,0.379548
3084,0.771775,0.228225
3085,0.227949,0.227949
3086,0.22409,0.22409
3087,0.224642,0.224642
3088,0.775358,0.224642
3089,0.217475,0.217475
3090,0.606946,0.393054
3091,0.3914,0.3914
3092,0.391125,0.391125
3093,0.394432,0.394432
3094,0.612459,0.387541
3095,0.159316,0.159316
3096,0.177508,0.177508
3097,0.178886,0.178886
3098,0.795204,0.204796
3099,0.914002,0.085998
3100,0.796031,0.203969
3101,0.751103,0.248897
3102,0.751103,0.248897
3103,0.836825,0.163175
3104,0.913727,0.086273
3105,0.712238,0.287762
3106,0.757166,0.242834
3107,0.830761,0.169239
3108,0.9129,0.0871
3109,0.171169,0.171169
3110,0.185777,0.185777
3111,0.395535,0.395535
3112,0.604465,0.395535
3113,0.395259,0.395259
3114,0.110529,0.110529
3115,0.615766,0.384234
3116,0.889746,0.110254
3117,0.867971,0.132029
3118,0.698181,0.301819
3119,0.131202,0.131202
3120,0.131202,0.131202
3121,0.899669,0.100331
3122,0.104741,0.104741
3123,0.698732,0.301268
3124,0.593991,0.406009
3125,0.895259,0.104741
3126,0.138368,0.138368
3127,0.104741,0.104741
3128,0.109978,0.109978
3129,0.137817,0.137817
3130,0.105843,0.105843
3131,0.104741,0.104741
3132,0.120176,0.120176
3133,0.119901,0.119901
3134,0.120176,0.120176
3135,0.119625,0.119625
3136,0.264057,0.264057
3137,0.264057,0.264057
3138,0.120728,0.120728
3139,0.23677,0.23677
3140,0.227398,0.227398
3141,0.227122,0.227122
3142,0.227398,0.227398
3143,0.271224,0.271224
3144,0.271775,0.271775
3145,0.271775,0.271775
3146,0.288864,0.288864
3147,0.289416,0.289416
3148,0.290243,0.290243
3149,0.109151,0.109151
3150,0.109427,0.109427
3151,0.109151,0.109151
3152,0.139471,0.139471
3153,0.079383,0.079383
3154,0.803473,0.196527
3155,0.804576,0.195424
3156,0.077729,0.077729
3157,0.137541,0.137541
3158,0.126516,0.126516
3159,0.12624,0.12624
3160,0.268192,0.268192
3161,0.276461,0.276461
3162,0.85419,0.14581
3163,0.14581,0.14581
3164,0.098401,0.098401
3165,0.326075,0.326075
3166,0.075524,0.075524
3167,0.075524,0.075524
3168,0.075524,0.075524
3169,0.075524,0.075524
3170,0.075524,0.075524
3171,0.076075,0.076075
3172,0.476295,0.476295
3173,0.325524,0.325524
3174,0.325524,0.325524
3175,0.324697,0.324697
3176,0.325248,0.325248
3177,0.325248,0.325248
3178,0.325524,0.325524
3179,0.325524,0.325524
3180,0.325248,0.325248
3181,0.210033,0.210033
3182,0.209206,0.209206
3183,0.105292,0.105292
3184,0.105292,0.105292
3185,0.105292,0.105292
3186,0.859151,0.140849
3187,0.738699,0.261301
3188,0.227398,0.227398
3189,0.227949,0.227949
3190,0.288037,0.288037
3191,0.217475,0.217475
3192,0.217475,0.217475
3193,0.217751,0.217751
3194,0.217475,0.217475
3195,0.217751,0.217751
3196,0.225193,0.225193
3197,0.216924,0.216924
3198,0.224917,0.224917
3199,0.063671,0.063671
3200,0.162073,0.162073
3201,0.161521,0.161521
3202,0.100606,0.100606
3203,0.069184,0.069184
3204,0.066979,0.066979
3205,0.437982,0.437982
3206,0.414002,0.414002
3207,0.344267,0.344267
3208,0.069735,0.069735
3209,0.344542,0.344542
3210,0.414553,0.414553
3211,0.413727,0.413727
3212,0.06946,0.06946
3213,0.282249,0.282249
3214,0.281974,0.281974
3215,0.349228,0.349228
3216,0.29989,0.29989
3217,0.299614,0.299614
3218,0.300165,0.300165
3219,0.293275,0.293275
3220,0.292999,0.292999
3221,0.296031,0.296031
3222,0.100606,0.100606
3223,0.120728,0.120728
3224,0.213065,0.213065
3225,0.212514,0.212514
3226,0.213341,0.213341
3227,0.407663,0.407663
3228,0.213065,0.213065
3229,0.213065,0.213065
3230,0.235391,0.235391
3231,0.448456,0.448456
3232,0.235667,0.235667
3233,0.236218,0.236218
3234,0.235667,0.235667
3235,0.199835,0.199835
3236,0.199559,0.199559
3237,0.328004,0.328004
3238,0.331863,0.331863
3239,0.332139,0.332139
3240,0.331863,0.331863
3241,0.241455,0.241455
3242,0.24118,0.24118
3243,0.24366,0.24366
3244,0.243936,0.243936
3245,0.24366,0.24366
3246,0.243936,0.243936
3247,0.222712,0.222712
3248,0.249724,0.249724
3249,0.756891,0.243109
3250,0.243109,0.243109
3251,0.756891,0.243109
3252,0.243109,0.243109
3253,0.120728,0.120728
3254,0.097574,0.097574
3255,0.096196,0.096196
3256,0.097574,0.097574
3257,0.101433,0.101433
3258,0.627894,0.372106
3259,0.37183,0.37183
3260,0.371279,0.371279
3261,0.626792,0.373208
3262,0.369074,0.369074
3263,0.631477,0.368523
3264,0.101433,0.101433
3265,0.101433,0.101433
3266,0.631202,0.368798
3267,0.631753,0.368247
3268,0.367971,0.367971
3269,0.367696,0.367696
3270,0.631477,0.368523
3271,0.630375,0.369625
3272,0.625138,0.374862
3273,0.625413,0.374587
3274,0.625138,0.374862
3275,0.374862,0.374862
3276,0.101158,0.101158
3277,0.539967,0.460033
3278,0.120176,0.120176
3279,0.444598,0.444598
3280,0.120728,0.120728
3281,0.120452,0.120452
3282,0.121003,0.121003
3283,0.120728,0.120728
3284,0.340132,0.340132
3285,0.121003,0.121003
3286,0.565325,0.434675
3287,0.121555,0.121555
3288,0.428335,0.428335
3289,0.121003,0.121003
3290,0.120728,0.120728
3291,0.427233,0.427233
3292,0.427784,0.427784
3293,0.427508,0.427508
3294,0.431092,0.431092
3295,0.569735,0.430265
3296,0.430265,0.430265
3297,0.56946,0.43054
3298,0.43054,0.43054
3299,0.430816,0.430816
3300,0.569184,0.430816
3301,0.569184,0.430816
3302,0.548787,0.451213
3303,0.546858,0.453142
3304,0.451213,0.451213
3305,0.451213,0.451213
3306,0.54989,0.45011
3307,0.549614,0.450386
3308,0.455347,0.455347
3309,0.177508,0.177508
3310,0.277839,0.277839
3311,0.177508,0.177508
3312,0.733462,0.266538
3313,0.177508,0.177508
3314,0.301544,0.301544
3315,0.465546,0.465546
3316,0.466648,0.466648
3317,0.466373,0.466373
3318,0.484289,0.484289
3319,0.483462,0.483462
3320,0.435502,0.435502
3321,0.451764,0.451764
3322,0.452591,0.452591
3323,0.749724,0.250276
3324,0.455899,0.455899
3325,0.65849,0.34151
3326,0.45452,0.45452
3327,0.45452,0.45452
3328,0.455347,0.455347
3329,0.45452,0.45452
3330,0.054851,0.054851
3331,0.054851,0.054851
3332,0.054851,0.054851
3333,0.054851,0.054851
3334,0.722161,0.277839
3335,0.054851,0.054851
3336,0.343164,0.343164
3337,0.34344,0.34344
3338,0.336549,0.336549
3339,0.337376,0.337376
3340,0.661521,0.338479
3341,0.6629,0.3371
3342,0.662624,0.337376
3343,0.6629,0.3371
3344,0.585998,0.414002
3345,0.414278,0.414278
3346,0.406836,0.406836
3347,0.592889,0.407111
3348,0.407111,0.407111
3349,0.592889,0.407111
3350,0.40656,0.40656
3351,0.401599,0.401599
3352,0.384234,0.384234
3353,0.597299,0.402701
3354,0.402701,0.402701
3355,0.346472,0.346472
3356,0.346472,0.346472
3357,0.367971,0.367971
3358,0.367696,0.367696
3359,0.742007,0.257993
3360,0.367696,0.367696
3361,0.369074,0.369074
3362,0.368798,0.368798
3363,0.370728,0.370728
3364,0.370176,0.370176
3365,0.556781,0.443219
3366,0.412624,0.412624
3367,0.411521,0.411521
3368,0.412348,0.412348
3369,0.418412,0.418412
3370,0.418137,0.418137
3371,0.418412,0.418412
3372,0.417585,0.417585
3373,0.418137,0.418137
3374,0.430816,0.430816
3375,0.430265,0.430265
3376,0.072492,0.072492
3377,0.072492,0.072492
3378,0.461136,0.461136
3379,0.072492,0.072492
3380,0.078556,0.078556
3381,0.077729,0.077729
3382,0.722161,0.277839
3383,0.722161,0.277839
3384,0.07828,0.07828
3385,0.723264,0.276736
3386,0.722161,0.277839
3387,0.722437,0.277563
3388,0.722161,0.277839
3389,0.07828,0.07828
3390,0.07828,0.07828
3391,0.665932,0.334068
3392,0.078004,0.078004
3393,0.078004,0.078004
3394,0.077729,0.077729
3395,0.406284,0.406284
3396,0.40656,0.40656
3397,0.077729,0.077729
3398,0.483738,0.483738
3399,0.406284,0.406284
3400,0.077729,0.077729
3401,0.077729,0.077729
3402,0.077729,0.077729
3403,0.427784,0.427784
3404,0.067806,0.067806
3405,0.067806,0.067806
3406,0.06753,0.06753
3407,0.471885,0.471885
3408,0.067806,0.067806
3409,0.067806,0.067806
3410,0.067806,0.067806
3411,0.067806,0.067806
3412,0.067806,0.067806
3413,0.290794,0.290794
3414,0.489526,0.489526
3415,0.291069,0.291069
3416,0.06753,0.06753
3417,0.06753,0.06753
3418,0.711136,0.288864
3419,0.067255,0.067255
3420,0.067255,0.067255
3421,0.068908,0.068908
3422,0.442944,0.442944
3423,0.260474,0.260474
3424,0.469405,0.469405
3425,0.544101,0.455899
3426,0.27839,0.27839
3427,0.278942,0.278942
3428,0.27839,0.27839
3429,0.278666,0.278666
3430,0.27839,0.27839
3431,0.520121,0.479879
3432,0.520397,0.479603
3433,0.541896,0.458104
3434,0.541896,0.458104
3435,0.458104,0.458104
3436,0.541896,0.458104
3437,0.456174,0.456174
3438,0.458104,0.458104
3439,0.49366,0.49366
3440,0.136439,0.136439
3441,0.510198,0.489802
3442,0.489526,0.489526
3443,0.392778,0.392778
3444,0.233462,0.233462
3445,0.391125,0.391125
3446,0.851158,0.148842
3447,0.382304,0.382304
3448,0.383682,0.383682
3449,0.372933,0.372933
3450,0.459206,0.459206
3451,0.607773,0.392227
3452,0.459206,0.459206
3453,0.224366,0.224366
3454,0.586549,0.413451
3455,0.476295,0.476295
3456,0.250551,0.250551
3457,0.230706,0.230706
3458,0.273429,0.273429
3459,0.342337,0.342337
3460,0.383131,0.383131
3461,0.457001,0.457001
3462,0.804024,0.195976
3463,0.444598,0.444598
3464,0.427233,0.427233
3465,0.57194,0.42806
3466,0.737321,0.262679
3467,0.757993,0.242007
3468,0.52591,0.47409
3469,0.473264,0.473264
3470,0.526185,0.473815
3471,0.241455,0.241455
3472,0.526185,0.473815
3473,0.232359,0.232359
3474,0.526185,0.473815
3475,0.75882,0.24118
3476,0.232084,0.232084
3477,0.75882,0.24118
3478,0.232635,0.232635
3479,0.473815,0.473815
3480,0.253308,0.253308
3481,0.232635,0.232635
3482,0.232635,0.232635
3483,0.252756,0.252756
3484,0.252756,0.252756
3485,0.253032,0.253032
3486,0.253032,0.253032
3487,0.252756,0.252756
3488,0.128997,0.128997
3489,0.13065,0.13065
3490,0.14581,0.14581
3491,0.087376,0.087376
3492,0.0871,0.0871
3493,0.087376,0.087376
3494,0.826626,0.173374
3495,0.087376,0.087376
3496,0.086273,0.086273
3497,0.087652,0.087652
3498,0.913451,0.086549
3499,0.086273,0.086273
3500,0.086825,0.086825
3501,0.086825,0.086825
3502,0.0871,0.0871
3503,0.0871,0.0871
3504,0.845369,0.154631
3505,0.0871,0.0871
3506,0.0871,0.0871
3507,0.0871,0.0871
3508,0.0871,0.0871
3509,0.087376,0.087376
3510,0.0871,0.0871
3511,0.087376,0.087376
3512,0.11935,0.11935
3513,0.0871,0.0871
3514,0.092062,0.092062
3515,0.064498,0.064498
3516,0.064498,0.064498
3517,0.462514,0.462514
3518,0.453142,0.453142
3519,0.087927,0.087927
3520,0.087927,0.087927
3521,0.087927,0.087927
3522,0.092062,0.092062
3523,0.091235,0.091235
3524,0.179713,0.179713
3525,0.092062,0.092062
3526,0.092062,0.092062
3527,0.179162,0.179162
3528,0.179713,0.179713
3529,0.092062,0.092062
3530,0.091786,0.091786
3531,0.346196,0.346196
3532,0.346196,0.346196
3533,0.345921,0.345921
3534,0.127894,0.127894
3535,0.125689,0.125689
3536,0.126792,0.126792
3537,0.125138,0.125138
3538,0.291896,0.291896
3539,0.343991,0.343991
3540,0.343716,0.343716
3541,0.126516,0.126516
3542,0.151874,0.151874
3543,0.396086,0.396086
3544,0.268192,0.268192
3545,0.055954,0.055954
3546,0.867696,0.132304
3547,0.867696,0.132304
3548,0.867696,0.132304
3549,0.131753,0.131753
3550,0.278115,0.278115
3551,0.278666,0.278666
3552,0.198732,0.198732
3553,0.199283,0.199283
3554,0.146086,0.146086
3555,0.146637,0.146637
3556,0.256891,0.256891
3557,0.214994,0.214994
3558,0.214443,0.214443
3559,0.214994,0.214994
3560,0.216373,0.216373
3561,0.059813,0.059813
3562,0.364939,0.364939
3563,0.315601,0.315601
3564,0.323319,0.323319
3565,0.130099,0.130099
3566,0.129272,0.129272
3567,0.129272,0.129272
3568,0.641676,0.358324
3569,0.130099,0.130099
3570,0.683848,0.316152
3571,0.342062,0.342062
3572,0.28473,0.28473
3573,0.71527,0.28473
3574,0.060639,0.060639
3575,0.589581,0.410419
3576,0.715546,0.284454
3577,0.125689,0.125689
3578,0.187155,0.187155
3579,0.135336,0.135336
3580,0.135888,0.135888
3581,0.240077,0.240077
3582,0.376516,0.376516
3583,0.627894,0.372106
3584,0.134234,0.134234
3585,0.843991,0.156009
3586,0.420066,0.420066
3587,0.283076,0.283076
3588,0.342613,0.342613
3589,0.847023,0.152977
3590,0.371555,0.371555
3591,0.281147,0.281147
3592,0.724366,0.275634
3593,0.32387,0.32387
3594,0.811191,0.188809
3595,0.188809,0.188809
3596,0.188809,0.188809
3597,0.865215,0.134785
3598,0.188534,0.188534
3599,0.810639,0.189361
3600,0.505513,0.494487
3601,0.864388,0.135612
3602,0.492834,0.492834
3603,0.455899,0.455899
3604,0.358324,0.358324
3605,0.453693,0.453693
3606,0.453969,0.453969
3607,0.332415,0.332415
3608,0.397464,0.397464
3609,0.398015,0.398015
3610,0.601158,0.398842
3611,0.3914,0.3914
3612,0.402701,0.402701
3613,0.403528,0.403528
3614,0.599779,0.400221
3615,0.114664,0.114664
3616,0.116318,0.116318
3617,0.116318,0.116318
3618,0.116318,0.116318
3619,0.11301,0.11301
3620,0.127067,0.127067
3621,0.127067,0.127067
3622,0.259647,0.259647
3623,0.386439,0.386439
3624,0.12624,0.12624
3625,0.12624,0.12624
3626,0.260474,0.260474
3627,0.259647,0.259647
3628,0.247519,0.247519
3629,0.247519,0.247519
3630,0.880375,0.119625
3631,0.070838,0.070838
3632,0.088203,0.088203
3633,0.59785,0.40215
3634,0.363561,0.363561
3635,0.657111,0.342889
3636,0.65656,0.34344
3637,0.657387,0.342613
3638,0.238699,0.238699
3639,0.266538,0.266538
3640,0.290243,0.290243
3641,0.437431,0.437431
3642,0.286384,0.286384
3643,0.168412,0.168412
3644,0.168412,0.168412
3645,0.168137,0.168137
3646,0.375413,0.375413
3647,0.295204,0.295204
3648,0.295755,0.295755
3649,0.106946,0.106946
3650,0.294653,0.294653
3651,0.497795,0.497795
3652,0.487872,0.487872
3653,0.260198,0.260198
3654,0.259647,0.259647
3655,0.227398,0.227398
3656,0.503583,0.496417
3657,0.229879,0.229879
3658,0.27591,0.27591
3659,0.383682,0.383682
3660,0.383407,0.383407
3661,0.589305,0.410695
3662,0.637817,0.362183
3663,0.637817,0.362183
3664,0.639471,0.360529
3665,0.160143,0.160143
3666,0.680816,0.319184
3667,0.451213,0.451213
3668,0.251654,0.251654
3669,0.38892,0.38892
3670,0.259647,0.259647
3671,0.144432,0.144432
3672,0.666759,0.333241
3673,0.173649,0.173649
3674,0.173649,0.173649
3675,0.485667,0.485667
3676,0.637541,0.362459
3677,0.778115,0.221885
3678,0.778115,0.221885
3679,0.471885,0.471885
3680,0.356395,0.356395
3681,0.387541,0.387541
3682,0.39333,0.39333
3683,0.611632,0.388368
3684,0.39333,0.39333
3685,0.392503,0.392503
3686,0.39333,0.39333
3687,0.416207,0.416207
3688,0.416207,0.416207
3689,0.554024,0.445976
3690,0.215546,0.215546
3691,0.338203,0.338203
3692,0.505237,0.494763
3693,0.264609,0.264609
3694,0.584895,0.415105
3695,0.4129,0.4129
3696,0.366593,0.366593
3697,0.385612,0.385612
3698,0.4129,0.4129
3699,0.174752,0.174752
3700,0.592613,0.407387
3701,0.137817,0.137817
3702,0.269294,0.269294
3703,0.268743,0.268743
3704,0.593164,0.406836
3705,0.407663,0.407663
3706,0.593164,0.406836
3707,0.407387,0.407387
3708,0.324421,0.324421
3709,0.186053,0.186053
3710,0.324421,0.324421
3711,0.32387,0.32387
3712,0.081036,0.081036
3713,0.080209,0.080209
3714,0.919515,0.080485
3715,0.26957,0.26957
3716,0.919791,0.080209
3717,0.079934,0.079934
3718,0.919791,0.080209
3719,0.080761,0.080761
3720,0.080761,0.080761
3721,0.507718,0.492282
3722,0.50882,0.49118
3723,0.508545,0.491455
3724,0.508269,0.491731
3725,0.508269,0.491731
3726,0.264884,0.264884
3727,0.265711,0.265711
3728,0.264884,0.264884
3729,0.26516,0.26516
3730,0.26516,0.26516
3731,0.26516,0.26516
3732,0.265987,0.265987
3733,0.266262,0.266262
3734,0.260474,0.260474
3735,0.260198,0.260198
3736,0.259647,0.259647
3737,0.567255,0.432745
3738,0.566979,0.433021
3739,0.432745,0.432745
3740,0.430265,0.430265
3741,0.431367,0.431367
3742,0.431092,0.431092
3743,0.492558,0.492558
3744,0.505237,0.494763
3745,0.50441,0.49559
3746,0.504686,0.495314
3747,0.504686,0.495314
3748,0.503583,0.496417
3749,0.542723,0.457277
3750,0.453693,0.453693
3751,0.547133,0.452867
3752,0.45452,0.45452
3753,0.546582,0.453418
3754,0.545755,0.454245
3755,0.453969,0.453969
3756,0.545204,0.454796
3757,0.545755,0.454245
3758,0.061466,0.061466
3759,0.321389,0.321389
3760,0.321114,0.321114
3761,0.322492,0.322492
3762,0.321114,0.321114
3763,0.317806,0.317806
3764,0.317806,0.317806
3765,0.318633,0.318633
3766,0.318633,0.318633
3767,0.672822,0.327178
3768,0.317255,0.317255
3769,0.443771,0.443771
3770,0.443771,0.443771
3771,0.444322,0.444322
3772,0.528115,0.471885
3773,0.528115,0.471885
3774,0.452315,0.452315
3775,0.45204,0.45204
3776,0.526461,0.473539
3777,0.92613,0.07387
3778,0.526736,0.473264
3779,0.526185,0.473815
3780,0.074421,0.074421
3781,0.526736,0.473264
3782,0.463892,0.463892
3783,0.13258,0.13258
3784,0.463065,0.463065
3785,0.462789,0.462789
3786,0.835998,0.164002
3787,0.462514,0.462514
3788,0.462238,0.462238
3789,0.462514,0.462514
3790,0.594818,0.405182
3791,0.472437,0.472437
3792,0.473264,0.473264
3793,0.473264,0.473264
3794,0.473264,0.473264
3795,0.472988,0.472988
3796,0.473264,0.473264
3797,0.473264,0.473264
3798,0.472988,0.472988
3799,0.473264,0.473264
3800,0.473264,0.473264
